,Car_name,Making Year,Fuel_Type,Kms,Engine,No. of owners,Transmission,Price
224,Mercedes-Benz M-Class ML 250 CDI,2015,Diesel,"64,000 kms",2143 CC,First Owner,Automatic,33.45 Lakh*
225,Maruti Alto LXi,2008,Petrol,"55,000 kms",796 CC,First Owner,Manual,1.55 Lakh*
226,Maruti Celerio VXI AT,2015,Petrol,"36,000 kms",998 CC,First Owner,Automatic,4.15 Lakh*
227,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,2017,Diesel,"37,000 kms",1999 CC,First Owner,Automatic,42.95 Lakh*
228,Land Rover Range Rover LWB 4.4 SDV8 Vogue SE,2013,Diesel,"54,000 kms",4367 CC,Second Owner,Automatic,91 Lakh*
229,BMW 5 Series 525d Sedan,2010,Diesel,"73,300 kms",2993 CC,Second Owner,Automatic,16.5 Lakh*
230,Renault Duster 110PS Diesel RxZ,2013,Diesel,"74,000 kms",1461 CC,Second Owner,Manual,6.75 Lakh*
231,Mercedes-Benz E-Class E250 CDI Launch Edition,2014,Diesel,"82,000 kms",2143 CC,Second Owner,Automatic,22 Lakh*
232,BMW 3 Series 320d Sport Line,2015,Diesel,"64,000 kms",1995 CC,First Owner,Automatic,22.75 Lakh*
233,Honda Brio VX AT,2014,Petrol,"80,000 kms",1198 CC,Second Owner,Automatic,5.25 Lakh*
234,Land Rover Discovery 2017-2021 HSE 3.0 Si6,2018,Petrol,"29,000 kms",2995 CC,First Owner,Automatic,74.75 Lakh*
235,Hyundai EON Era Plus,2018,Petrol,"56,637 kms",814 CC,Second Owner,Manual,3.5 Lakh*
236,Maruti Ertiga BSIV ZXI,2016,Petrol,"26,000 kms",1373 CC,First Owner,Manual,7.7 Lakh*
237,Chevrolet Beat Diesel PS,2011,Diesel,"70,000 kms",936 CC,Fourth & Above Owner,Manual,1.95 Lakh*
238,Land Rover Range Rover LWB 4.4 SDV8 Vogue SE,2013,Diesel,"54,000 kms",4367 CC,Second Owner,Automatic,91 Lakh*
239,Mahindra Ssangyong Rexton RX7,2013,Diesel,"1,25,000 kms",2696 CC,First Owner,Automatic,10.5 Lakh*
240,Honda Brio VX AT,2014,Petrol,"80,000 kms",1198 CC,Second Owner,Automatic,5.25 Lakh*
241,Mercedes-Benz E-Class E250 CDI Avantgrade,2014,Diesel,"60,000 kms",2143 CC,First Owner,Automatic,24.5 Lakh*
242,Porsche Panamera Diesel,2013,Diesel,"25,000 kms",4806 CC,First Owner,Automatic,51 Lakh*
243,Mercedes-Benz C-Class 220 CDI AT,2005,Diesel,"87,000 kms",2143 CC,Second Owner,Automatic,6.7 Lakh*
244,Mercedes-Benz E-Class E250 CDI Elegance,2010,Diesel,"73,000 kms",2143 CC,Second Owner,Automatic,15 Lakh*
245,Land Rover Discovery 2017-2021 HSE 3.0 Si6,2018,Petrol,"29,000 kms",2995 CC,First Owner,Automatic,74.75 Lakh*
246,Mahindra Ssangyong Rexton RX7,2013,Diesel,"1,25,000 kms",2696 CC,First Owner,Automatic,10.25 Lakh*
247,Hyundai i20 1.2 Spotz,2018,Petrol,"67,000 kms",1197 CC,First Owner,Manual,7.15 Lakh*
248,Mahindra KUV 100 mFALCON D75 K4 Plus 5str,2016,Diesel,"50,000 kms",1198 CC,First Owner,Manual,5.45 Lakh*
249,Mercedes-Benz C-Class C 220 CDI Avantgarde,2015,Diesel,"66,000 kms",2143 CC,First Owner,Automatic,28 Lakh*
250,Toyota Innova 2.5 VX (Diesel) 7 Seater,2012,Diesel,"1,50,000 kms",2494 CC,Second Owner,Manual,10.45 Lakh*
251,Audi Q3 2.0 TDI Quattro Premium Plus,2014,Diesel,"1,16,000 kms",1968 CC,Second Owner,Automatic,17.25 Lakh*
252,Mercedes-Benz GLA Class 200 d Style,2015,Diesel,"55,000 kms",2143 CC,Second Owner,Automatic,22 Lakh*
253,Skoda Superb Elegance 1.8 TSI AT,2013,Petrol,"99,000 kms",1798 CC,Second Owner,Automatic,11.25 Lakh*
254,Hyundai i20 1.4 CRDi Magna,2012,Diesel,"62,859 kms",1396 CC,Second Owner,Manual,4.49 Lakh*
255,Maruti Alto K10 2010-2014 VXI,2013,Petrol,"67,000 kms",998 CC,First Owner,Manual,2.95 Lakh*
256,Hyundai i10 Era 1.1,2009,Petrol,"50,000 kms",1086 CC,Second Owner,Manual,2.75 Lakh*
257,Audi A6 35 TDI,2019,Diesel,"12,000 kms",1968 CC,First Owner,Automatic,48 Lakh*
258,Land Rover Range Rover Sport HSE,2016,Diesel,"19,000 kms",2993 CC,First Owner,Automatic,92 Lakh*
259,Audi Q5 2.0 TDI Premium Plus,2015,Diesel,"75,000 kms",1968 CC,Second Owner,Automatic,26.75 Lakh*
260,Toyota Innova 2.5 GX 8 STR BSIV,2012,Diesel,"80,000 kms",2494 CC,First Owner,Manual,10.5 Lakh*
261,Hyundai Creta 1.6 VTVT SX Plus,2015,Petrol,"33,247 kms",1591 CC,First Owner,Manual,9.45 Lakh*
262,Mercedes-Benz GLE Class 250d,2016,Diesel,"70,000 kms",2143 CC,First Owner,Automatic,45 Lakh*
263,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2016,Diesel,"90,000 kms",2987 CC,First Owner,Automatic,45 Lakh*
264,Kia Carnival Limousine,2020,Diesel,"14,000 kms",2199 CC,First Owner,Automatic,37.5 Lakh*
265,Ford EcoSport 1.5 Petrol Titanium Plus AT,2018,Petrol,"12,000 kms",1496 CC,First Owner,Automatic,10.5 Lakh*
266,Honda City 2017-2020 GXi,2008,Petrol,"1,44,800 kms",1497 CC,Second Owner,Manual,2.95 Lakh*
267,Toyota Fortuner 2016-2021 2.8 2WD MT,2018,Diesel,"88,000 kms",2755 CC,Second Owner,Manual,31 Lakh*
268,Datsun RediGO S,2017,Petrol,"50,000 kms",799 CC,First Owner,Manual,3.25 Lakh*
269,Audi Q5 30 TDI quattro Premium Plus,2016,Diesel,"75,000 kms",1968 CC,Second Owner,Automatic,27.5 Lakh*
270,Hyundai Grand i10 AT Sportz,2016,Petrol,"45,000 kms",1197 CC,Third Owner,Automatic,5.45 Lakh*
271,Renault Duster Petrol RXS,2018,Petrol,"20,000 kms",1498 CC,First Owner,Manual,9.35 Lakh*
272,Mahindra XUV500 W8 2WD,2012,Diesel,"90,000 kms",2179 CC,Second Owner,Manual,7.25 Lakh*
273,Hyundai i10 Sportz,2014,Petrol,"44,000 kms",1197 CC,Second Owner,Manual,4.35 Lakh*
274,Toyota Fortuner 2016-2021 2.8 2WD MT,2016,Diesel,"1,11,000 kms",2755 CC,First Owner,Manual,20.5 Lakh*
275,Jeep Compass 2.0 Limited,2017,Diesel,"27,000 kms",1956 CC,First Owner,Manual,17.25 Lakh*
276,Ford EcoSport 1.5 Ti VCT AT Titanium BSIV,2017,Petrol,"35,000 kms",1499 CC,First Owner,Automatic,9.45 Lakh*
277,BMW X5 xDrive 30d,2017,Diesel,"33,000 kms",2993 CC,First Owner,Automatic,54.9 Lakh*
278,Hyundai i20 Magna,2013,Petrol,"43,000 kms",1197 CC,Second Owner,Manual,4.35 Lakh*
279,Mahindra Xylo E8,2012,Diesel,"75,000 kms",2498 CC,Second Owner,Manual,5.75 Lakh*
280,Hyundai i10 Sportz,2010,Petrol,"78,000 kms",1197 CC,First Owner,Manual,3.1 Lakh*
281,BMW 7 Series 730Ld Sedan,2010,Diesel,"71,000 kms",2993 CC,First Owner,Automatic,19.5 Lakh*
282,Maruti Vitara Brezza VDi Option,2019,Diesel,"30,000 kms",1248 CC,First Owner,Manual,9.25 Lakh*
283,Maruti Alto LXi,2012,Petrol,"50,000 kms",796 CC,First Owner,Manual,2.55 Lakh*
284,Audi Q3 35 TDI Quattro Premium Plus,2015,Diesel,"48,000 kms",1968 CC,First Owner,Automatic,22.5 Lakh*
285,Toyota Corolla Altis G,2008,Petrol,"50,000 kms",1798 CC,Second Owner,Manual,4.65 Lakh*
286,Mahindra XUV500 W4,2014,Diesel,"1,29,000 kms",2179 CC,Second Owner,Manual,8 Lakh*
287,Toyota Fortuner 2016-2021 2.8 2WD MT,2019,Diesel,"22,000 kms",2755 CC,First Owner,Manual,34.5 Lakh*
288,Renault KWID 1.0 RXL,2017,Petrol,"58,000 kms",999 CC,Second Owner,Manual,3.35 Lakh*
289,Ford Figo Diesel Titanium,2012,Diesel,"84,000 kms",1399 CC,First Owner,Manual,3.85 Lakh*
290,Honda City i DTEC SV,2014,Diesel,"71,000 kms",1498 CC,Second Owner,Manual,6.9 Lakh*
291,Volkswagen Polo 2015-2019 GT TSI,2018,Petrol,"48,000 kms",1197 CC,First Owner,Automatic,9.2 Lakh*
292,Maruti Baleno RS 1.0 Petrol,2018,Petrol,"9,000 kms",998 CC,First Owner,Manual,8.35 Lakh*
293,Skoda Superb Elegance 2.0 TDI CR AT,2014,Diesel,"1,00,000 kms",1968 CC,First Owner,Automatic,13.95 Lakh*
294,Renault Scala Diesel RxL,2015,Diesel,"58,000 kms",1461 CC,First Owner,Manual,5.75 Lakh*
295,Skoda Octavia Elegance 2.0 TDI AT,2014,Diesel,"86,400 kms",1968 CC,First Owner,Automatic,12.5 Lakh*
296,Mercedes-Benz C-Class Progressive C 220d,2017,Diesel,"60,000 kms",1950 CC,Second Owner,Automatic,29 Lakh*
297,Jaguar F-Pace 2016-2021 Prestige 2.0 AWD,2018,Diesel,"46,792 kms",1999 CC,First Owner,Automatic,54 Lakh*
298,Mercedes-Benz CLA 200 CDI Style,2014,Diesel,"69,000 kms",2143 CC,First Owner,Automatic,21.5 Lakh*
299,Mercedes-Benz B Class B180 CDI,2013,Diesel,"88,000 kms",2143 CC,First Owner,Automatic,13.9 Lakh*
300,Mercedes-Benz E-Class Expression E 220 d BSIV,2017,Diesel,"27,000 kms",1950 CC,First Owner,Automatic,51 Lakh*
301,Maruti SX4 Zxi BSIII,2009,Petrol,"78,269 kms",1586 CC,Second Owner,Manual,3.45 Lakh*
302,Maruti Celerio VXI,2017,Petrol,"31,244 kms",998 CC,First Owner,Manual,4.85 Lakh*
303,Maruti Celerio VXI AT,2015,Petrol,"57,320 kms",998 CC,First Owner,Automatic,4.59 Lakh*
304,Hyundai Verna 1.6 SX VTVT (O),2012,Petrol,"48,409 kms",1591 CC,First Owner,Manual,6.25 Lakh*
305,Mahindra XUV500 AT W10 AWD,2016,Diesel,"56,670 kms",2179 CC,First Owner,Automatic,14.35 Lakh*
306,Hyundai EON Magna,2012,Petrol,"60,153 kms",814 CC,First Owner,Manual,2.65 Lakh*
307,Hyundai Creta 1.6 CRDi SX,2019,Diesel,"10,893 kms",1582 CC,First Owner,Manual,15.65 Lakh*
308,Mahindra Scorpio SLE BSIV,2010,Diesel,"74,000 kms",2179 CC,First Owner,Manual,5.65 Lakh*
309,Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,Diesel,"96,000 kms",2494 CC,First Owner,Manual,13.25 Lakh*
310,Hyundai Creta 1.4 CRDi S,2018,Diesel,"17,000 kms",1396 CC,First Owner,Manual,12.5 Lakh*
311,Hyundai i20 2015-2017 Asta Option 1.2,2017,Petrol,"22,632 kms",1197 CC,Second Owner,Manual,7.1 Lakh*
312,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,Petrol,"25,353 kms",1197 CC,First Owner,Manual,6.05 Lakh*
313,Renault KWID RXT,2016,Petrol,"48,183 kms",799 CC,First Owner,Manual,3.5 Lakh*
314,Hyundai Grand i10 Sportz Petrol BSIV,2017,Petrol,"40,533 kms",1197 CC,Second Owner,Manual,5.4 Lakh*
315,Hyundai EON Magna Plus,2012,Petrol,"46,843 kms",814 CC,First Owner,Manual,2.95 Lakh*
316,Toyota Etios Liva V,2015,Petrol,"23,566 kms",1197 CC,First Owner,Manual,5.35 Lakh*
317,Tata Tiago 1.2 Revotron XZA,2017,Petrol,"65,741 kms",1199 CC,First Owner,Automatic,5.45 Lakh*
318,Maruti Swift VDI BSIV,2017,Diesel,"45,000 kms",1248 CC,Second Owner,Manual,6.75 Lakh*
319,Hyundai Creta 1.6 CRDi SX,2018,Diesel,"35,000 kms",1582 CC,First Owner,Manual,13.25 Lakh*
320,Skoda Rapid 1.6 MPI Ambition BSIV,2018,Petrol,"29,000 kms",1598 CC,First Owner,Manual,8.75 Lakh*
321,Hyundai Santro Xing XO,2007,Petrol,"71,000 kms",1086 CC,Third Owner,Manual,2.05 Lakh*
322,Hyundai Verna Xi (Petrol),2007,Petrol,"68,000 kms",1599 CC,Second Owner,Manual,3.25 Lakh*
323,Maruti Alto K10 VXI AGS,2017,Petrol,"19,000 kms",998 CC,First Owner,Automatic,4.4 Lakh*
324,BMW X6 xDrive30d,2009,Diesel,"80,000 kms",2993 CC,First Owner,Automatic,17.5 Lakh*
325,BMW 5 Series 520d Luxury Line,2018,Diesel,"1,10,000 kms",1995 CC,First Owner,Automatic,42 Lakh*
326,Hyundai EON Magna Plus,2014,Petrol,"35,000 kms",814 CC,Second Owner,Manual,2.85 Lakh*
327,Renault KWID AMT RXL,2017,Petrol,"36,000 kms",999 CC,First Owner,Automatic,4.25 Lakh*
328,Hyundai i20 1.2 Sportz,2012,Petrol,"36,000 kms",1197 CC,First Owner,Manual,4.75 Lakh*
329,Ford Figo Petrol Titanium,2012,Petrol,"47,000 kms",1196 CC,Second Owner,Manual,2.95 Lakh*
330,Hyundai EON D Lite Plus,2012,Petrol,"16,000 kms",814 CC,First Owner,Manual,2.85 Lakh*
331,Hyundai EON D Lite Plus,2013,Petrol,"46,100 kms",814 CC,Second Owner,Manual,2.6 Lakh*
332,Hyundai Verna 1.6 SX VTVT AT,2014,Petrol,"65,000 kms",1591 CC,First Owner,Automatic,6.55 Lakh*
333,Hyundai i10 Asta AT,2012,Petrol,"45,000 kms",1197 CC,Second Owner,Automatic,4.15 Lakh*
334,Tata Tiago 1.2 Revotron XZA,2017,Petrol,"65,741 kms",1199 CC,First Owner,Automatic,5.45 Lakh*
335,Hyundai Grand i10 Asta Option AT,2016,Petrol,"4,37,85 kms",1197 CC,Second Owner,Automatic,5.2 Lakh*
336,Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,2017,Diesel,"39,022 kms",2755 CC,First Owner,Automatic,18 Lakh*
337,Kia Seltos HTX IVT G,2019,Petrol,"28,884 kms",1497 CC,First Owner,Automatic,14.75 Lakh*
338,Hyundai Verna 1.6 VTVT SX,2016,Petrol,"35,765 kms",1591 CC,First Owner,Manual,7.25 Lakh*
339,Volkswagen Polo Petrol Highline 1.2L,2011,Petrol,"61,000 kms",1198 CC,First Owner,Manual,4.25 Lakh*
340,Maruti Ciaz VXi Plus,2015,Petrol,"32,000 kms",1373 CC,First Owner,Manual,5.75 Lakh*
341,Honda Brio S MT,2013,Petrol,"45,000 kms",1198 CC,Second Owner,Manual,3.65 Lakh*
342,Hyundai i20 Sportz 1.2,2015,Petrol,"60,000 kms",1197 CC,Second Owner,Manual,5.95 Lakh*
343,Maruti Ciaz Alpha BSIV,2019,Petrol,"49,890 kms",1462 CC,First Owner,Manual,9.75 Lakh*
344,Maruti Alto K10 LXI,2010,Petrol,"55,656 kms",998 CC,First Owner,Manual,2 Lakh*
345,Skoda Superb Elegance 2.0 TDI CR AT,2009,Diesel,"88,000 kms",1968 CC,Third Owner,Automatic,4.45 Lakh*
346,Maruti Swift Dzire VXi,2011,Petrol,"68,000 kms",1298 CC,Second Owner,Manual,3.65 Lakh*
347,Maruti Swift VXI Optional,2017,Petrol,"15,000 kms",1197 CC,First Owner,Manual,6.5 Lakh*
348,Hyundai Grand i10 Asta Option,2017,Petrol,"40,000 kms",1197 CC,Second Owner,Manual,5.99 Lakh*
349,Land Rover Range Rover Evoque 2.0 TD4 Pure,2015,Diesel,"98,000 kms",1999 CC,First Owner,Automatic,31.5 Lakh*
350,Volkswagen Polo 1.2 MPI Trendline,2015,Petrol,"55,685 kms",1198 CC,First Owner,Manual,5.25 Lakh*
351,Hyundai Verna 1.6 SX VTVT (O) AT,2012,Petrol,"58,000 kms",1591 CC,Second Owner,Automatic,5.75 Lakh*
352,Hyundai Santro Xing XO,2007,Petrol,"91,000 kms",1086 CC,Third Owner,Manual,1.85 Lakh*
353,Volvo V40 D3 Kinetic,2015,Diesel,"63,000 kms",1969 CC,First Owner,Automatic,15.5 Lakh*
354,Hyundai Venue SX Plus Turbo DCT BSIV,2019,Petrol,"21,000 kms",998 CC,First Owner,Automatic,11.5 Lakh*
355,Volkswagen Beetle 1.4 TSI,2011,Petrol,"20,000 kms",1395 CC,First Owner,Automatic,18.75 Lakh*
356,Mahindra XUV500 2011-2015 W8 FWD,2012,Diesel,"73,000 kms",2179 CC,First Owner,Manual,8.45 Lakh*
357,Hyundai EON Era Plus,2013,Petrol,"23,000 kms",814 CC,Second Owner,Manual,3.25 Lakh*
358,Fiat 500 Lounge,2009,Diesel,"36,000 kms",1248 CC,Second Owner,Manual,10.75 Lakh*
359,Hyundai Creta 1.6 VTVT SX Plus,2017,Petrol,"20,000 kms",1591 CC,Second Owner,Manual,12.5 Lakh*
360,Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,Petrol,"41,421 kms",1199 CC,First Owner,Manual,6.75 Lakh*
361,Honda City i VTEC VX,2014,Petrol,"22,495 kms",1497 CC,Second Owner,Manual,7.25 Lakh*
362,BMW 3 Series 320d Luxury Line,2015,Diesel,"38,000 kms",1995 CC,Second Owner,Automatic,23.5 Lakh*
363,Maruti Wagon R VXI,2015,Petrol,"67,950 kms",998 CC,First Owner,Manual,4.1 Lakh*
364,Hyundai i10 Sportz 1.2,2010,Petrol,"86,000 kms",1197 CC,Second Owner,Manual,3.1 Lakh*
365,Mahindra XUV500 W4,2014,Diesel,"1,02,000 kms",2179 CC,Second Owner,Manual,8.25 Lakh*
366,Volkswagen Vento Petrol Highline AT,2011,Petrol,"90,000 kms",1598 CC,Second Owner,Automatic,4.25 Lakh*
367,Ford Figo Petrol ZXI,2012,Petrol,"78,000 kms",1196 CC,First Owner,Manual,3.35 Lakh*
368,Hyundai Grand i10 Sportz,2013,Petrol,"64,000 kms",1197 CC,First Owner,Manual,4.25 Lakh*
369,Hyundai Creta 1.6 VTVT SX Plus,2017,Petrol,"65,000 kms",1591 CC,First Owner,Manual,11.5 Lakh*
370,Mercedes-Benz S-Class 320 CDI,2009,Diesel,"39,000 kms",2987 CC,First Owner,Automatic,25 Lakh*
371,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,Petrol,"12,000 kms",1197 CC,Second Owner,Manual,5.5 Lakh*
372,Audi A6 35 TDI,2015,Diesel,"79,000 kms",1968 CC,Second Owner,Automatic,22.65 Lakh*
373,Ford Endeavour Titanium Plus 4X4,2017,Diesel,"80,000 kms",3198 CC,Second Owner,Automatic,29.75 Lakh*
374,MG Hector Sharp AT BSIV,2019,Petrol,"39,000 kms",1451 CC,Second Owner,Automatic,21 Lakh*
375,Audi Q7 2006-2020 3.0 TDI Quattro Technology,2013,Diesel,"88,000 kms",2967 CC,Second Owner,Automatic,28.5 Lakh*
376,Hyundai i20 Petrol Asta Dual Tone,2018,Petrol,"32,000 kms",1197 CC,First Owner,Manual,8.25 Lakh*
377,Maruti Swift Dzire VXI,2010,Petrol,"65,000 kms",1197 CC,Third Owner,Manual,4.1 Lakh*
378,Jeep Compass 2.0 Limited,2018,Diesel,"67,000 kms",1956 CC,Second Owner,Manual,16.25 Lakh*
379,Hyundai i10 Era 1.1,2009,Petrol,"53,000 kms",1086 CC,Second Owner,Manual,2.75 Lakh*
380,Volkswagen Vento 1.5 TDI Highline,2013,Diesel,"98,000 kms",1498 CC,First Owner,Manual,5.85 Lakh*
381,Volkswagen Tiguan 2.0 TDI Highline,2018,Diesel,"50,000 kms",1968 CC,First Owner,Automatic,28.5 Lakh*
382,Jaguar XF 3.0 Litre S Premium Luxury,2014,Diesel,"38,000 kms",2993 CC,First Owner,Automatic,27 Lakh*
383,Hyundai Grand i10 Sportz,2017,Petrol,"35,847 kms",1197 CC,First Owner,Manual,5.95 Lakh*
384,Mercedes-Benz E-Class E250 CDI Avantgarde,2014,Diesel,"48,000 kms",2143 CC,First Owner,Automatic,26.5 Lakh*
385,Ford Ikon 1.4 TDCi DuraTorq,2009,Diesel,"85,000 kms",1399 CC,Second Owner,Manual,2.15 Lakh*
386,Hyundai Grand i10 Asta,2015,Petrol,"38,000 kms",1197 CC,Second Owner,Manual,4.85 Lakh*
387,Ford EcoSport 1.5 DV5 MT Titanium Optional,2013,Diesel,"1,10,000 kms",1498 CC,Third Owner,Manual,5.25 Lakh*
388,Hyundai Creta 1.6 SX,2017,Petrol,"65,000 kms",1591 CC,First Owner,Manual,11.75 Lakh*
389,Renault Duster 110PS Diesel RxZ AMT,2016,Diesel,"60,000 kms",1461 CC,Second Owner,Automatic,8.9 Lakh*
390,Audi Q5 30 TDI quattro Premium Plus,2017,Diesel,"31,000 kms",1968 CC,First Owner,Automatic,34.9 Lakh*
391,Hyundai Verna 1.6 SX VTVT,2014,Petrol,"45,000 kms",1591 CC,First Owner,Manual,6.35 Lakh*
392,Jaguar XF 3.0 Litre S Premium Luxury,2015,Diesel,"38,000 kms",2993 CC,First Owner,Automatic,27.5 Lakh*
393,Audi A3 35 TDI Premium Plus,2015,Diesel,"41,000 kms",1968 CC,Second Owner,Automatic,19.25 Lakh*
394,Hyundai Grand i10 Sportz,2015,Petrol,"45,000 kms",1197 CC,Second Owner,Manual,5.25 Lakh*
395,Maruti Celerio ZXI AMT,2019,Petrol,"25,000 kms",998 CC,Second Owner,Automatic,5.75 Lakh*
396,Hyundai Xcent 1.2 Kappa SX,2015,Petrol,"71,000 kms",1197 CC,First Owner,Manual,5.75 Lakh*
397,Mercedes-Benz CLA 200 Sport Edition,2015,Petrol,"70,000 kms",1991 CC,First Owner,Automatic,19.75 Lakh*
398,Hyundai i20 1.2 Sportz Option,2010,Petrol,"99,000 kms",1197 CC,Second Owner,Manual,3.3 Lakh*
399,Mercedes-Benz GLC 220d 4MATIC,2019,Diesel,"78,000 kms",1950 CC,First Owner,Automatic,45.75 Lakh*
400,Hyundai EON Era Plus,2014,Petrol,"23,000 kms",814 CC,Second Owner,Manual,3.25 Lakh*
401,Ford EcoSport 1.5 Ti VCT AT Titanium BSIV,2018,Petrol,"12,000 kms",1499 CC,First Owner,Automatic,10.75 Lakh*
402,Volvo XC 90 D5 R-Design,2017,Diesel,"80,000 kms",1969 CC,Second Owner,Automatic,49 Lakh*
403,Maruti Ritz VDi,2012,Diesel,"83,339 kms",1248 CC,First Owner,Manual,4.15 Lakh*
404,Hyundai i10 Era,2011,Petrol,"70,000 kms",1086 CC,First Owner,Manual,3.25 Lakh*
405,Volvo V40 D3 R Design,2015,Diesel,"46,000 kms",1969 CC,Second Owner,Automatic,17.75 Lakh*
406,Audi Q5 35TDI Premium Plus,2018,Diesel,"58,000 kms",1968 CC,First Owner,Automatic,34.95 Lakh*
407,Ford Figo Diesel ZXI,2015,Diesel,"85,000 kms",1399 CC,Second Owner,Manual,3.75 Lakh*
408,BMW 3 Series 320d Sport,2015,Diesel,"50,000 kms",1995 CC,First Owner,Automatic,21.5 Lakh*
409,Toyota Fortuner 2016-2021 2.8 2WD AT,2019,Diesel,"35,000 kms",2755 CC,First Owner,Automatic,35.5 Lakh*
410,Hyundai Creta SX Opt Turbo,2020,Petrol,"30,000 kms",1353 CC,First Owner,Automatic,20.5 Lakh*
411,Mercedes-Benz GLE Class 350d,2017,Diesel,"40,000 kms",2987 CC,First Owner,Automatic,55 Lakh*
412,Mahindra XUV500 W8 2WD,2015,Diesel,"84,000 kms",2179 CC,Second Owner,Manual,11.25 Lakh*
413,Audi TT 2.0 TFSI,2011,Petrol,"12,000 kms",1984 CC,First Owner,Automatic,27.5 Lakh*
414,BMW X1 sDrive20d,2012,Diesel,"80,000 kms",1995 CC,Second Owner,Automatic,13.95 Lakh*
415,Maruti Ciaz ZDi,2015,Diesel,"81,000 kms",1248 CC,Second Owner,Manual,6.75 Lakh*
416,Maruti Ciaz Alpha Automatic BSIV,2018,Petrol,"24,000 kms",1462 CC,First Owner,Automatic,10.5 Lakh*
417,Maruti Swift Dzire VXI 1.2 BS IV,2015,Petrol,"33,000 kms",1197 CC,First Owner,Manual,6.15 Lakh*
418,Tata Nano XE,2015,Petrol,"17,000 kms",624 CC,Second Owner,Manual,1.9 Lakh*
419,Maruti Swift VDI Optional,2016,Diesel,"35,000 kms",1248 CC,First Owner,Manual,6 Lakh*
420,Maruti Ciaz Alpha Automatic BSIV,2018,Petrol,"24,000 kms",1462 CC,First Owner,Automatic,10.5 Lakh*
421,Maruti Ertiga SHVS ZDI Plus,2017,Diesel,"14,000 kms",1248 CC,First Owner,Manual,9.5 Lakh*
422,Hyundai i20 Asta Option CVT BSIV,2019,Petrol,"9,000 kms",1197 CC,First Owner,Automatic,9.75 Lakh*
423,Hyundai i20 1.2 Asta Option with Sunroof,2011,Petrol,"74,517 kms",1197 CC,Second Owner,Manual,4.35 Lakh*
424,Honda City V AT,2012,Petrol,"95,668 kms",1497 CC,First Owner,Automatic,6.35 Lakh*
425,Maruti Zen VXI,2004,Petrol,"1,07,899 kms",993 CC,Second Owner,Manual,1.69 Lakh*
426,Mahindra XUV500 W6 2WD,2014,Diesel,"65,128 kms",2179 CC,Third Owner,Manual,8.45 Lakh*
427,Ford EcoSport 1.5 TDCi Titanium BSIV,2016,Diesel,"60,454 kms",1498 CC,First Owner,Manual,7.95 Lakh*
428,Volvo S 80 D3 Summum,2007,Diesel,"83,000 kms",1985 CC,First Owner,Automatic,8 Lakh*
429,BMW 3 Series 320d Sport,2015,Diesel,"89,000 kms",1995 CC,Second Owner,Automatic,20.75 Lakh*
430,Maruti Ciaz Alpha Automatic BSIV,2018,Petrol,"35,000 kms",1462 CC,First Owner,Automatic,8.75 Lakh*
431,Honda City V MT,2011,Petrol,"81,000 kms",1497 CC,Third Owner,Manual,4.4 Lakh*
432,Hyundai Santro Xing GLS,2009,Petrol,"56,000 kms",1086 CC,First Owner,Manual,2.6 Lakh*
433,Nissan Micra XL Optional,2013,Petrol,"51,000 kms",1198 CC,Second Owner,Manual,3.25 Lakh*
434,Toyota Innova 2.5 GX (Diesel) 8 Seater,2014,Diesel,"45,000 kms",2494 CC,Second Owner,Manual,12.25 Lakh*
435,Honda Brio 1.2 VX MT,2017,Petrol,"23,000 kms",1198 CC,First Owner,Manual,5.75 Lakh*
436,Ford Figo 1.5P Titanium AT,2015,Petrol,"51,000 kms",1499 CC,First Owner,Automatic,5.75 Lakh*
437,Mercedes-Benz GL-Class 220d 4MATIC Style,2016,Diesel,"33,000 kms",2143 CC,First Owner,Automatic,47 Lakh*
438,Skoda Laura 2.0 TDI AT L and K,2013,Diesel,"85,000 kms",1968 CC,First Owner,Automatic,8.75 Lakh*
439,Nissan Micra XE,2012,Petrol,"58,000 kms",1198 CC,First Owner,Manual,3.25 Lakh*
440,Ford Figo Diesel EXI,2011,Diesel,"58,000 kms",1399 CC,First Owner,Manual,2.85 Lakh*
441,Hyundai Grand i10 Magna AT,2016,Petrol,"59,000 kms",1197 CC,Second Owner,Automatic,4.65 Lakh*
442,Hyundai i10 Era,2013,Petrol,"20,000 kms",1086 CC,First Owner,Manual,3.75 Lakh*
443,Skoda Rapid 1.6 MPI Elegance,2011,Petrol,"61,000 kms",1598 CC,First Owner,Manual,4.55 Lakh*
444,Volkswagen Vento 1.5 TDI Highline AT,2015,Diesel,"51,301 kms",1498 CC,First Owner,Automatic,7.75 Lakh*
445,Mahindra XUV500 W6 2WD,2012,Diesel,"1,03,888 kms",2179 CC,First Owner,Manual,7.5 Lakh*
446,Maruti Swift Dzire VXI Optional,2016,Petrol,"53,290 kms",1197 CC,Second Owner,Manual,5.65 Lakh*
